feats,label,path,drum_type
"[0.0, 0.14027809, 0.0051720515, 0.0, 0.37754917, 0.062459167, 0.052001577, 0.06515729, 0.0557202, 0.0, 0.020966448, 0.048280932, 0.0827684, 0.0, 0.31681803, 0.116342895, 0.106173396, 0.079251625, 0.0, 0.0, 0.17634955, 0.04548431, 0.053203136, 0.0, 0.16934317, 0.0, 0.0, 0.0, 0.07373315, 0.0, 0.0, 0.0, 0.01810769, 0.0, 0.14986315, 0.0003229007, 0.0, 0.05633092, 0.0, 0.0, 0.068163686, 0.064020425, 0.0, 0.0, 0.1475583, 0.0, 0.079868935, 0.04131089, 0.099965066, 0.0, 0.11033238, 0.079372905, 0.0, 0.0, 0.036100775, 0.08384305, 0.0, 0.043981448, 0.026162077, 0.086742274, 0.19757971, 0.0, 0.082069606, 0.0]",0,./dk_data/snare/Alesis DM5-DM5Snare091.wav,snare
"[0.0, 0.15619141, 0.03520816, 0.0, 0.34639543, 0.10392816, 0.08399695, 0.04763996, 0.051513948, 0.0, 0.021691293, 0.048070233, 0.09208384, 0.0, 0.20635946, 0.111481026, 0.06584681, 0.11059135, 0.0, 0.0, 0.20271191, 0.006162435, 0.06020064, 0.0, 0.18120624, 0.0, 0.0, 0.0, 0.08483267, 0.0, 0.0, 0.0, 0.028502814, 0.0, 0.11135428, 0.013902642, 0.060205743, 0.08503699, 0.0, 0.0, 0.09618151, 0.080901906, 0.0, 0.0, 0.10748185, 0.0, 0.07438272, 0.046095047, 0.062476926, 0.0, 0.0613385, 0.075610094, 0.0, 0.0, 0.036962636, 0.10973869, 0.09837985, 0.020201888, 0.05224383, 0.114317134, 0.11438424, 0.0, 0.03905572, 0.0]",0,./dk_data/snare/Roland Tr-626-TR-626Snare03.wav,snare
"[0.0, 0.2728833, 0.06016145, 0.0, 0.0, 0.0, 0.16757905, 0.030170733, 0.18037188, 0.0, 0.29924563, 0.134662, 0.6634111, 0.0, 0.6372583, 0.0, 0.5371264, 0.13741496, 0.0, 0.0, 0.11107005, 0.0, 0.06948946, 0.0, 0.29972214, 0.0, 0.0, 0.0, 0.17113696, 0.0, 0.0, 0.0, 0.048113152, 0.0, 0.31467673, 0.10432722, 0.29928732, 0.26231128, 0.0, 0.0, 0.0, 0.037956297, 0.0, 0.0, 0.11774968, 0.0, 0.15612105, 0.062500745, 0.12416777, 0.0, 0.48001027, 0.04367025, 0.0, 0.0, 0.035181224, 0.24916333, 0.0058005117, 0.6002353, 0.48449057, 0.39915484, 0.1745524, 0.0, 0.2762942, 0.0]",0,./dk_data/snare/Boss DR-202-202snr14.wav,snare
"[0.0, 0.15837383, 0.031826828, 0.0, 0.35843712, 0.130277, 0.094267815, 0.052529115, 0.044217058, 0.0, 0.043323774, 0.04230979, 0.09382136, 0.0, 0.17033577, 0.113196194, 0.06489207, 0.12601604, 0.0, 0.0, 0.2220214, 0.005751632, 0.064675115, 0.0, 0.17680386, 0.0, 0.0, 0.0, 0.07371996, 0.0, 0.0, 0.0, 0.03244123, 0.0, 0.12793565, 0.023619466, 0.031413626, 0.06361856, 0.0, 0.0, 0.11303993, 0.071918875, 0.0, 0.0, 0.11814968, 0.0, 0.050257757, 0.007816736, 0.075638235, 0.0, 0.06505492, 0.07290302, 0.0, 0.0, 0.019024722, 0.12125471, 0.064983845, 0.021217316, 0.06631735, 0.1386193, 0.09775961, 0.0, 0.0516451, 0.0]",0,./dk_data/snare/Alesis DM5-DM5Snare085.wav,snare
"[0.0, 0.21861191, 0.023593225, 0.0, 0.38890013, 0.10901701, 0.08826842, 0.043772914, 0.04836998, 0.0, 0.06752522, 0.10176547, 0.120376624, 0.0, 0.11241144, 0.10163435, 0.09815143, 0.11541421, 0.0, 0.0, 0.25765377, 0.0, 0.04036076, 0.0, 0.13843177, 0.0, 0.0, 0.0, 0.0855317, 0.0, 0.0, 0.0, 0.023617774, 0.0, 0.09417401, 0.028620094, 0.20940508, 0.12668316, 0.0, 0.0, 0.121139295, 0.06277948, 0.0, 0.0, 0.07945443, 0.0, 0.021932125, 0.11577134, 0.05842007, 0.0, 0.046823174, 0.047846194, 0.0, 0.0, 0.19146684, 0.15634811, 0.1934687, 0.05193475, 0.06458246, 0.119709924, 0.10118166, 0.0, 0.006809607, 0.0]",0,./dk_data/snare/Boss DR-202-202snr06.wav,snare
"[0.0, 0.17950188, 0.059423774, 0.0, 0.40391123, 0.02473291, 0.24519578, 0.07256256, 0.0, 0.0, 0.064749114, 0.037260406, 0.08108781, 0.0, 0.31584588, 0.17357373, 0.07305537, 0.057460204, 0.0, 0.0, 0.2583439, 0.2891443, 0.029392377, 0.0, 0.16381064, 0.0, 0.0, 0.0, 0.14504129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17324078, 0.18380275, 0.026935175, 0.10094704, 0.0, 0.0, 0.07862859, 0.13339229, 0.0, 0.0, 0.1442315, 0.0, 0.13626254, 0.15495676, 0.027686829, 0.0, 0.0, 0.09969261, 0.0, 0.0, 0.16152301, 0.33769682, 0.20100795, 0.0, 0.12058818, 0.04924926, 0.2472795, 0.0, 0.07474963, 0.0]",0,./dk_data/snare/Hammond Autovari 64-MaxV - Snare2.wav,snare
"[0.0, 0.13286032, 0.03170304, 0.0, 0.437406, 0.13002206, 0.119332045, 0.0, 0.043072067, 0.0, 0.055150986, 0.08755359, 0.049496885, 0.0, 0.1157438, 0.08355951, 0.03390955, 0.08171827, 0.0, 0.0, 0.25311136, 0.078025445, 0.03611202, 0.0, 0.11949272, 0.0, 0.0, 0.0, 0.06396901, 0.0, 0.0, 0.0, 0.008978151, 0.0, 0.20452075, 0.055486422, 0.08287149, 0.10153195, 0.0, 0.0, 0.09281724, 0.10553818, 0.0, 0.0, 0.091453575, 0.0, 0.057584815, 0.05415193, 0.088507205, 0.0, 0.024979346, 0.055009462, 0.0, 0.0, 0.09532751, 0.17941362, 0.06882444, 0.008199349, 0.06524933, 0.054326694, 0.09473866, 0.0, 0.044364918, 0.0]",0,./dk_data/snare/Ruby Orla-MaxV - Snare.wav,snare
"[0.0, 0.26053903, 0.0, 0.0, 0.16301881, 0.048008367, 0.8039352, 0.02458911, 0.0, 0.0, 0.16645068, 0.0, 0.39041838, 0.0, 0.3454506, 0.45723024, 0.30560735, 0.08475051, 0.0, 0.0, 0.02408196, 0.5015022, 0.16244295, 0.0, 0.19717756, 0.0, 0.0, 0.0, 0.13242991, 0.0, 0.0, 0.0, 0.24182865, 0.0, 0.4713855, 0.063886754, 0.30100855, 0.023566082, 0.0, 0.0, 0.08838728, 0.18500578, 0.0, 0.0, 0.37404707, 0.0, 0.10457219, 0.4292654, 0.0027191415, 0.0, 0.25818312, 0.190097, 0.0, 0.0, 0.18605746, 0.18836984, 0.4292854, 0.22241703, 0.35251498, 0.0, 0.76375556, 0.0, 0.038866546, 0.0]",0,./dk_data/snare/Boss DR-660-DR-660Snare35.wav,snare
"[0.0, 0.20476434, 0.052823156, 0.0, 0.34129855, 0.39741957, 0.1527187, 0.134734, 0.048401687, 0.0, 0.054749876, 0.07467504, 0.38607615, 0.0, 0.37224802, 0.0, 0.032768816, 0.1831613, 0.0, 0.0, 0.36635435, 0.10695061, 0.112361826, 0.0, 0.047308292, 0.0, 0.0, 0.0, 0.19310598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08198203, 0.0, 0.17191583, 0.0, 0.0, 0.0, 0.17516938, 0.19307448, 0.0, 0.0, 0.17378911, 0.0, 0.2427834, 0.38249162, 0.039834082, 0.0, 0.23774529, 0.2707703, 0.0, 0.0, 0.021963365, 0.072047174, 0.17572236, 0.07183676, 0.23283395, 0.28985155, 0.14448728, 0.0, 0.0, 0.0]",0,./dk_data/snare/Emu Sp12-snare3.wav,snare
"[0.0, 0.21982916, 0.058016837, 0.0, 0.33820465, 0.1319148, 0.1211348, 0.044979148, 0.05751488, 0.0, 0.040114712, 0.058537573, 0.105336376, 0.0, 0.1640073, 0.11997441, 0.05194592, 0.14460805, 0.0, 0.0, 0.23215336, 0.008074131, 0.0496903, 0.0, 0.18208605, 0.0, 0.0, 0.0, 0.08328682, 0.0, 0.0, 0.0, 0.04030906, 0.0, 0.07247767, 0.0057649985, 0.11089261, 0.09597681, 0.0, 0.0, 0.1324939, 0.07282491, 0.0, 0.0, 0.089538716, 0.0, 0.07739217, 0.08780509, 0.06700745, 0.0, 0.060548082, 0.08351821, 0.0, 0.0, 0.06695443, 0.20315552, 0.20072421, 0.016820487, 0.08406686, 0.12727511, 0.11439973, 0.0, 0.0, 0.0]",0,./dk_data/snare/mercure_drums-gd-snr2.wav,snare
"[0.0, 0.1888217, 0.036570586, 0.0, 0.261568, 0.05612783, 0.034704197, 0.19440416, 0.046701048, 0.0, 0.023109764, 0.07309666, 0.25232163, 0.0, 0.52357244, 0.088911474, 0.1837599, 0.057758827, 0.0, 0.0, 0.05016977, 0.102194294, 0.05220816, 0.0, 0.09073575, 0.0, 0.0, 0.0, 0.12061303, 0.0, 0.0, 0.0, 0.06847025, 0.0, 0.10805676, 0.029260859, 0.1727874, 0.056691222, 0.0, 0.0, 0.031831518, 0.075767726, 0.0, 0.0, 0.19102342, 0.0, 0.22206464, 0.23496336, 0.07536428, 0.0, 0.23506136, 0.112606816, 0.0, 0.0, 0.13570254, 0.08362267, 0.07888542, 0.1775783, 0.07264958, 0.029554598, 0.31158286, 0.0, 0.13503039, 0.0]",0,./dk_data/snare/Roland R-8-R8Snare25.wav,snare
"[0.0, 0.27184123, 0.23942798, 0.0, 0.47232682, 0.012513094, 0.0, 0.16213425, 0.025620166, 0.0, 0.0, 0.004717391, 0.1324828, 0.0, 0.2730805, 0.23104979, 0.04298342, 0.1818551, 0.0, 0.0, 0.44889966, 0.0037831478, 0.14174098, 0.0, 0.09988371, 0.0, 0.0, 0.0, 0.34742075, 0.0, 0.0, 0.0, 0.18219095, 0.0, 0.024659835, 0.01238567, 0.23796913, 0.23917386, 0.0, 0.0, 0.11517151, 0.0, 0.0, 0.0, 0.18705472, 0.0, 0.22344726, 0.37205714, 0.10326144, 0.0, 0.048947573, 0.057488516, 0.0, 0.0, 0.05438993, 0.15271282, 0.32292917, 0.046601273, 0.35767508, 0.17153993, 0.06893737, 0.0, 0.0, 0.0]",0,./dk_data/snare/Fairlight IIx-MaxV - SymSnre2.wav,snare
"[0.0, 0.1472322, 0.0, 0.0, 0.4424916, 0.124111354, 0.08069809, 0.02562977, 0.03678146, 0.0, 0.058906976, 0.13868289, 0.12946157, 0.0, 0.12498051, 0.08329126, 0.071412355, 0.07568196, 0.0, 0.0, 0.2446866, 0.031416044, 0.028345734, 0.0, 0.095058896, 0.0, 0.0, 0.0, 0.079598516, 0.0, 0.0, 0.0, 0.008409746, 0.0, 0.16836844, 0.080589436, 0.18766625, 0.089776605, 0.0, 0.0, 0.06742857, 0.08337148, 0.0, 0.0, 0.11374074, 0.0, 0.046804447, 0.11021429, 0.082887635, 0.0, 0.052363515, 0.034216147, 0.0, 0.0, 0.19060104, 0.16625375, 0.06487468, 0.04409977, 0.05665739, 0.046372086, 0.12194575, 0.0, 0.034890693, 0.0]",0,./dk_data/snare/Roland Tr-909-TR-909Snare 11.wav,snare
"[0.0, 0.17435817, 0.00839439, 0.0, 0.36735347, 0.0693923, 0.07202383, 0.051528662, 0.027708355, 0.0, 0.010600239, 0.074589826, 0.11668843, 0.0, 0.27599123, 0.0870519, 0.09210524, 0.088394165, 0.0, 0.0, 0.19551909, 0.04894738, 0.056773044, 0.0, 0.1520771, 0.0, 0.0, 0.0, 0.08396795, 0.0, 0.0, 0.0, 0.020808436, 0.0, 0.13282463, 0.04446161, 0.09398945, 0.05576369, 0.0, 0.0, 0.05785814, 0.064714156, 0.0, 0.0, 0.1466355, 0.0, 0.089324385, 0.080653995, 0.07428668, 0.0, 0.09279461, 0.056920853, 0.0, 0.0, 0.09423903, 0.1308106, 0.11502312, 0.058621958, 0.043044806, 0.06411453, 0.14618872, 0.0, 0.047558926, 0.0]",0,./dk_data/snare/Roland Tr-909-TR-909Snare 20.wav,snare
"[0.0, 0.07323291, 0.18750502, 0.0, 0.0, 0.14038545, 0.0, 0.22161582, 0.25900975, 0.0, 0.08375881, 0.2301314, 0.09952675, 0.0, 0.19484913, 0.30415916, 0.0, 0.057482712, 0.0, 0.0, 0.6180474, 0.0, 0.14899008, 0.0, 0.11374664, 0.0, 0.0, 0.0, 0.052226402, 0.0, 0.0, 0.0, 0.39183006, 0.0, 0.05428686, 0.630586, 0.30768567, 0.22297674, 0.0, 0.0, 0.036249086, 0.060563218, 0.0, 0.0, 0.062355418, 0.0, 0.1421605, 0.0, 0.45861328, 0.0, 0.34319973, 0.07972662, 0.0, 0.0, 0.05731927, 0.0, 0.14958602, 0.078922376, 0.065913595, 0.028753243, 0.0, 0.0, 0.17685169, 0.0]",0,./dk_data/snare/Alesis D4fx-MaxV - Snare 5.wav,snare
"[0.0, 0.29609057, 0.10212883, 0.0, 0.123659834, 0.30353218, 0.102964066, 0.5060644, 0.19377428, 0.0, 0.0, 0.16558674, 0.11805783, 0.0, 0.3420339, 0.35244346, 0.18280564, 0.2384067, 0.0, 0.0, 0.5546763, 0.22950782, 0.14177369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38866425, 0.0, 0.0, 0.0, 0.41476348, 0.0, 0.12463182, 0.3091933, 0.2796843, 0.5300397, 0.0, 0.0, 0.1209426, 0.21574324, 0.0, 0.0, 0.17255282, 0.0, 0.3926589, 0.5040776, 0.30704316, 0.0, 0.11642088, 0.3023428, 0.0, 0.0, 0.37392282, 0.0, 0.6899659, 0.4834299, 0.18462786, 0.59309685, 0.0, 0.0, 0.0, 0.0]",0,./dk_data/snare/Moog mg-1-MaxV - Snare-c1.wav,snare
"[0.0, 0.14973897, 0.04242139, 0.0, 0.24290743, 0.0, 0.01392683, 0.11629571, 0.10022223, 0.0, 0.040571555, 0.014208185, 0.104844615, 0.0, 0.5423064, 0.10163096, 0.19979867, 0.045012005, 0.0, 0.0, 0.06668575, 0.07257736, 0.080698535, 0.0, 0.1539669, 0.0, 0.0, 0.0, 0.1051694, 0.0, 0.0, 0.0, 0.057193354, 0.0, 0.13242005, 0.00080183893, 0.037653573, 0.10833679, 0.0, 0.0, 0.032009684, 0.072160445, 0.0, 0.0, 0.15455365, 0.0, 0.19949499, 0.16050561, 0.11869854, 0.0, 0.25036246, 0.12970425, 0.0, 0.0, 0.10842235, 0.016408555, 0.02378526, 0.17420325, 0.017261814, 0.02152633, 0.32337165, 0.0, 0.14680377, 0.0]",0,./dk_data/snare/Casio PT-30-MaxV - Snare.wav,snare
"[0.0, 0.35916293, 0.016363628, 0.0, 0.09800402, 0.044072725, 0.18204798, 0.13666789, 0.08079225, 0.0, 0.33857986, 0.03607061, 0.6959235, 0.0, 0.5741575, 0.0, 0.44565964, 0.08838494, 0.0, 0.0, 0.20548704, 0.01716633, 0.08062032, 0.0, 0.37579548, 0.0, 0.0, 0.0, 0.17716986, 0.0, 0.0, 0.0, 0.15077937, 0.0, 0.30548912, 0.018769484, 0.3506758, 0.04229541, 0.0, 0.0, 0.06062001, 0.0, 0.0, 0.0, 0.16305634, 0.0, 0.01780684, 0.2089224, 0.06925677, 0.0, 0.2096741, 0.014894985, 0.0, 0.0, 0.17603502, 0.085439995, 0.2561329, 0.4551143, 0.33942848, 0.5507233, 0.034422442, 0.0, 0.17911516, 0.0]",0,./dk_data/snare/XE8-XE8 Snare 3 int_10.wav,snare
"[0.0, 0.10990497, 0.102234155, 0.0, 0.069313794, 0.08905342, 0.042610463, 0.24155723, 0.0775423, 0.0, 0.056324255, 0.08872844, 0.13497497, 0.0, 0.50662506, 0.10807701, 0.2938107, 0.06471091, 0.0, 0.0, 0.0, 0.0547444, 0.14697936, 0.0, 0.15942815, 0.0, 0.0, 0.0, 0.10099305, 0.0, 0.0, 0.0, 0.09941673, 0.0, 0.106505126, 0.0, 0.11603696, 0.11621222, 0.0, 0.0, 0.022533044, 0.037757196, 0.0, 0.0, 0.14342615, 0.0, 0.12631862, 0.09047119, 0.083588555, 0.0, 0.31083214, 0.10400124, 0.0, 0.0, 0.0958022, 0.013422534, 0.0225042, 0.22438812, 0.040953796, 0.09576108, 0.2373367, 0.0, 0.20896545, 0.0]",0,./dk_data/snare/Boss DR-202-202snr45.wav,snare
"[0.0, 0.3701836, 0.034998786, 0.0, 0.43858343, 0.12728713, 0.035928145, 0.21700945, 0.19196507, 0.0, 0.17752983, 0.109741524, 0.45634067, 0.0, 0.27322865, 0.047536887, 0.2249519, 0.20118634, 0.0, 0.0, 0.4009808, 0.0, 0.04946222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4061762, 0.0, 0.0, 0.0, 0.13702247, 0.0, 0.23586482, 0.10358092, 0.26635164, 0.105488226, 0.0, 0.0, 0.071694076, 0.23932566, 0.0, 0.0, 0.0046363994, 0.0, 0.11927992, 0.36493355, 0.050008364, 0.0, 0.033997625, 0.0, 0.0, 0.0, 0.3805287, 0.0113774575, 0.37689465, 0.2887072, 0.08763039, 0.34003413, 0.037909083, 0.0, 0.0, 0.0]",0,./dk_data/snare/Alesis D4fx-MaxV - Snare 13.wav,snare
"[0.0, 0.0, 0.45895207, 0.0, 0.18645641, 0.13421038, 0.10819861, 0.008919595, 0.081294045, 0.0, 0.0, 0.16830187, 0.43013623, 0.0, 0.19879329, 0.16696516, 0.33137685, 0.20829773, 0.0, 0.0, 0.18487814, 0.19729678, 0.07892424, 0.0, 0.19540629, 0.0, 0.0, 0.0, 0.059498344, 0.0, 0.0, 0.0, 0.1383971, 0.0, 0.091177255, 0.14871757, 0.0007081479, 0.848532, 0.0, 0.0, 0.07536452, 0.16805668, 0.0, 0.0, 0.30661565, 0.0, 0.4055324, 0.35103768, 0.059680477, 0.0, 0.65026677, 0.08546414, 0.0, 0.0, 0.0, 0.3882732, 0.074763715, 0.1745868, 0.5183169, 0.39680356, 0.19401936, 0.0, 0.23013765, 0.0]",0,./dk_data/snare/Boss DR-660-DR-660Snare54.wav,snare
"[0.0, 0.15832089, 0.08463959, 0.0, 0.085120186, 0.0010308698, 0.05444545, 0.15354247, 0.106401786, 0.0, 0.07854404, 0.03372314, 0.15369712, 0.0, 0.49443722, 0.102093086, 0.22213708, 0.065067016, 0.0, 0.0, 0.0, 0.07934788, 0.09665664, 0.0, 0.17442763, 0.0, 0.0, 0.0, 0.09099819, 0.0, 0.0, 0.0, 0.12150189, 0.0, 0.10188533, 0.030882867, 0.07472649, 0.13039982, 0.0, 0.0, 0.03795375, 0.09413372, 0.0, 0.0, 0.12450924, 0.0, 0.19240499, 0.13736528, 0.124213174, 0.0, 0.37717128, 0.11863316, 0.0, 0.0, 0.11246852, 0.0018008575, 0.0, 0.2951247, 0.03457364, 0.0024555288, 0.3582458, 0.0, 0.20231959, 0.0]",0,./dk_data/snare/Acetone Rhythm King-MaxV - Snare2.wav,snare
"[0.0, 0.16057107, 0.03499041, 0.0, 0.3895129, 0.14001746, 0.09712003, 0.029960468, 0.033467688, 0.0, 0.043658778, 0.10061721, 0.09176656, 0.0, 0.12909125, 0.10159305, 0.05080506, 0.10932002, 0.0, 0.0, 0.23626319, 0.012121245, 0.053821146, 0.0, 0.13343672, 0.0, 0.0, 0.0, 0.08357592, 0.0, 0.0, 0.0, 0.0339635, 0.0, 0.14124608, 0.050293464, 0.10907495, 0.071743056, 0.0, 0.0, 0.113937885, 0.08488837, 0.0, 0.0, 0.09916268, 0.0, 0.06160074, 0.05661458, 0.07176011, 0.0, 0.04197447, 0.061329953, 0.0, 0.0, 0.08872326, 0.17459495, 0.096553, 0.020909343, 0.07329296, 0.09011398, 0.08603565, 0.0, 0.022096183, 0.0]",0,./dk_data/snare/Boss DR-202-202snr23.wav,snare
"[0.0, 0.14948067, 0.13372135, 0.0, 0.035800036, 0.03273827, 0.038456522, 0.21683235, 0.15194556, 0.0, 0.04028754, 0.007708218, 0.2108654, 0.0, 0.4827668, 0.11155957, 0.1659936, 0.09863341, 0.0, 0.0, 0.0, 0.16410601, 0.092316784, 0.0, 0.09686755, 0.0, 0.0, 0.0, 0.08029617, 0.0, 0.0, 0.0, 0.17593743, 0.0, 0.07211889, 0.08825026, 0.11207001, 0.116669334, 0.0, 0.0, 0.0, 0.08180663, 0.0, 0.0, 0.13195772, 0.0, 0.29372668, 0.29605395, 0.08625053, 0.0, 0.40231872, 0.096024275, 0.0, 0.0, 0.05395154, 0.10787319, 0.0, 0.30678362, 0.14802706, 0.0, 0.312316, 0.0, 0.20578587, 0.0]",0,./dk_data/snare/Roland Tr-808-TR-808Snare07.wav,snare
"[0.0, 0.21602397, 0.038647756, 0.0, 0.50974953, 0.1487915, 0.13249265, 0.16026609, 0.10633406, 0.0, 0.067950174, 0.09861018, 0.45975626, 0.0, 0.38059947, 0.09403677, 0.16629656, 0.12816024, 0.0, 0.0, 0.29244623, 0.13787052, 0.022022642, 0.0, 0.057233334, 0.0, 0.0, 0.0, 0.22888987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1729563, 0.11240596, 0.04743116, 0.16419172, 0.0, 0.0, 0.11786183, 0.19247647, 0.0, 0.0, 0.08409612, 0.0, 0.24510634, 0.20838025, 0.07053761, 0.0, 0.29138595, 0.27266106, 0.0, 0.0, 0.03003341, 0.17203584, 0.11053869, 0.03831062, 0.25218722, 0.30095482, 0.21731982, 0.0, 0.09724795, 0.0]",0,./dk_data/snare/Boss DR-550-DR550Snare04.wav,snare
"[0.0, 0.1341781, 0.030467842, 0.0, 0.4398356, 0.13188687, 0.08719343, 0.016613472, 0.038235713, 0.0, 0.04314711, 0.05882346, 0.026791569, 0.0, 0.12070303, 0.09848265, 0.017245606, 0.12590244, 0.0, 0.0, 0.2657217, 0.07309367, 0.03845447, 0.0, 0.149343, 0.0, 0.0, 0.0, 0.060205907, 0.0, 0.0, 0.0, 0.024842337, 0.0, 0.20493057, 0.09160413, 0.0055522397, 0.08019634, 0.0, 0.0, 0.10039569, 0.11093949, 0.0, 0.0, 0.11109055, 0.0, 0.023034558, 0.0019482896, 0.08031136, 0.0, 0.055978477, 0.069019526, 0.0, 0.0, 0.042859316, 0.1838754, 0.025976956, 0.0, 0.065422714, 0.048934776, 0.09097292, 0.0, 0.04626327, 0.0]",0,./dk_data/snare/Farfisa-MaxV - Snare2.wav,snare
"[0.0, 0.1325802, 0.021484803, 0.0, 0.34259453, 0.08328281, 0.061052132, 0.034661092, 0.036495257, 0.0, 0.016875565, 0.04841724, 0.123463154, 0.0, 0.26090336, 0.10878485, 0.10900299, 0.092777036, 0.0, 0.0, 0.20715696, 0.014560003, 0.052455038, 0.0, 0.15621433, 0.0, 0.0, 0.0, 0.09420003, 0.0, 0.0, 0.0, 0.015025765, 0.0, 0.15761106, 0.0005734563, 0.032164752, 0.05890742, 0.0, 0.0, 0.061585758, 0.053588375, 0.0, 0.0, 0.12319477, 0.0, 0.11372694, 0.061026767, 0.07224716, 0.0, 0.06478715, 0.054534767, 0.0, 0.0, 0.02559033, 0.14644778, 0.032213546, 0.048734598, 0.102303855, 0.14227806, 0.118871376, 0.0, 0.08525754, 0.0]",0,./dk_data/snare/Kawai XD5-XD5Snare02.wav,snare
"[0.0, 0.28763628, 0.0, 0.0, 0.57517505, 0.21040185, 0.055463873, 0.27672473, 0.017359786, 0.0, 0.19615108, 0.112920254, 1.1493088, 0.0, 0.28123382, 0.0, 0.64985424, 0.048102297, 0.0, 0.0, 0.358628, 0.1159275, 0.01724922, 0.0, 0.012820736, 0.0, 0.0, 0.0, 0.4625312, 0.0, 0.0, 0.0, 0.19801477, 0.0, 0.326533, 0.31311554, 0.09748356, 0.5127849, 0.0, 0.0, 0.076329455, 0.39771616, 0.0, 0.0, 0.07836671, 0.0, 0.12322576, 0.3946576, 0.29527453, 0.0, 0.32750145, 0.017101407, 0.0, 0.0, 0.15485054, 0.0, 0.17292774, 0.3004254, 0.09900418, 0.687938, 0.0, 0.0, 0.12071837, 0.0]",0,./dk_data/snare/MultiMoog-MaxV - Generic MoogSnare.wav,snare
"[0.0, 0.28182188, 0.07576117, 0.0, 0.30857417, 0.08369716, 0.1057322, 0.0730043, 0.077766836, 0.0, 0.04974898, 0.0, 0.054947138, 0.0, 0.22907315, 0.08888425, 0.09380223, 0.1930411, 0.0, 0.0, 0.22819161, 0.0, 0.09282079, 0.0, 0.2454553, 0.0, 0.0, 0.0, 0.08903812, 0.0, 0.0, 0.0, 0.092924066, 0.0, 0.030293077, 0.0, 0.1064993, 0.12995751, 0.0, 0.0, 0.15792626, 0.04237827, 0.0, 0.0, 0.07398191, 0.0, 0.0037071183, 0.025096558, 0.074843615, 0.0, 0.028435297, 0.12208514, 0.0, 0.0, 0.047677994, 0.13937846, 0.30807623, 0.0039840266, 0.044661164, 0.16988678, 0.12605295, 0.0, 0.022227831, 0.0]",0,./dk_data/snare/Yamaha SY22-Snr4sy42.wav,snare
"[0.0, 0.14751248, 0.06806029, 0.0, 0.40878144, 0.106696524, 0.09485592, 0.036657773, 0.049756743, 0.0, 0.01375065, 0.06460126, 0.030397028, 0.0, 0.11621694, 0.15928847, 0.0069137597, 0.13073504, 0.0, 0.0, 0.25289014, 0.02825387, 0.056542113, 0.0, 0.14560331, 0.0, 0.0, 0.0, 0.108695656, 0.0, 0.0, 0.0, 0.02061889, 0.0, 0.15534726, 0.05558976, 0.033796526, 0.09103382, 0.0, 0.0, 0.12098418, 0.078235835, 0.0, 0.0, 0.10975855, 0.0, 0.073140755, 0.038098864, 0.07270487, 0.0, 0.031501748, 0.09026367, 0.0, 0.0, 0.037759043, 0.20042011, 0.039215542, 0.0, 0.11951259, 0.0757247, 0.10832025, 0.0, 0.025876004, 0.0]",0,./dk_data/snare/Roland Tr-808-TR-808Snare05.wav,snare
"[0.0, 0.19928385, 0.10903935, 0.0, 0.06037086, 0.38633797, 0.20457533, 0.27367157, 0.04335813, 0.0, 0.23635358, 0.13663268, 0.55043626, 0.0, 0.5932279, 0.021261811, 0.21250993, 0.05506636, 0.0, 0.0, 0.0, 0.15249957, 0.08711308, 0.0, 0.14261281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23529321, 0.0, 0.09239647, 0.0996103, 0.40255633, 0.002475232, 0.0, 0.0, 0.017700523, 0.113359794, 0.0, 0.0, 0.24285662, 0.0, 0.07929535, 0.28146777, 0.17290743, 0.0, 0.5340769, 0.0521215, 0.0, 0.0, 0.13813913, 0.01914214, 0.0039079674, 0.35153788, 0.1588628, 0.09289141, 0.32114187, 0.0, 0.10390592, 0.0]",0,./dk_data/snare/Jomox Xbase-09-Snare06.wav,snare
"[0.0, 0.18994442, 0.007867202, 0.0, 0.34184405, 0.08661406, 0.096441835, 0.053358413, 0.028491322, 0.0, 0.013394684, 0.07175101, 0.15324663, 0.0, 0.31484988, 0.063991845, 0.11645447, 0.09505446, 0.0, 0.0, 0.19176975, 0.052845165, 0.070688926, 0.0, 0.17371544, 0.0, 0.0, 0.0, 0.07994064, 0.0, 0.0, 0.0, 0.01711097, 0.0, 0.1311797, 0.033574197, 0.10036638, 0.035507917, 0.0, 0.0, 0.045190945, 0.06310712, 0.0, 0.0, 0.15389696, 0.0, 0.09085019, 0.081978, 0.080427125, 0.0, 0.09743291, 0.045317084, 0.0, 0.0, 0.06522629, 0.15137453, 0.14788814, 0.06547634, 0.058546104, 0.09370121, 0.14236224, 0.0, 0.057930887, 0.0]",0,./dk_data/snare/Roland Tr-909-TR-909Snare 23.wav,snare
